temp_x,hum_x,light_x,vol_x,vol_y
0.116082224909,0.582133029062,0.236533957845,0.434563288183,0.976723159494
0.737605804111,0.184146587019,1.0,1.0,1.0
0.666263603386,0.242687428686,0.700234192037,0.88491359178,0.976723159494
0.538089480048,0.331210148332,0.466042154567,0.770761326483,0.953638689572
0.505441354293,0.370642324988,0.391100702576,0.770761326483,0.976723159494
0.3276904474,0.541002751863,0.236533957845,0.434563288183,0.885616451532
0.163240628779,0.584415061414,0.236533957845,0.434563288183,0.863359175115
0.0169286577993,0.812900194644,0.236533957845,0.215319943951,0.797703095243
0.370012091898,0.675360762467,0.662763466042,0.545632881831,0.797703095243
0.152357920193,0.79718773072,0.236533957845,0.10723960766,0.733739876498
0.100362756953,0.888945566817,0.236533957845,0.0,0.692014697113
0.0229746070133,0.973434458689,0.236533957845,0.0,0.671411807706
0.0,1.0,0.245901639344,0.0,0.650982051825
0.940749697703,0.245023155917,0.372365339578,1.0,0.754881403536
1.0,0.170065105041,0.27868852459,1.0,0.754881403536
0.489721886336,0.600375864152,0.227166276347,0.434563288183,0.650982051825
0.59492140266,0.226317202497,0.297423887588,0.545632881831,0.493565204009
0.313180169287,0.0427008524062,0.142857142857,0.215319943951,0.207702518131
0.217654171705,0.0,0.0,0.215319943951,0.157955485447
0.585247883918,0.280025505067,0.316159250585,0.434563288183,0.0
