temp_x,hum_x,light_x,vol_x,temp_y,hum_y,light_y,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1,temp_x.2,hum_x.2,light_x.2,vol_x.2,temp_y.2,hum_y.2,light_y.2,vol_y.2,temp_x.3,hum_x.3,light_x.3,vol_x.3,temp_y.3,hum_y.3,vol_y.3,temp_x.4,hum_x.4,light_x.4,vol_x.4,temp_y.4,hum_y.4,light_y.4,vol_y.4,temp_x.5,hum_x.5,light_x.5,vol_x.5,temp_y.5,hum_y.5,light_y.5,vol_y.5,temp,hum,light,vol
0.0141904500707,0.803890134219,0.0884120171674,0.900166795492,0.0288842957364,0.56864669287,0.0454908220271,0.803544494721,0.0303227547068,0.795243281598,0.375579598145,0.883394875448,0.0336935886512,0.739097774824,0.0772296960638,0.837850680801,0.0262989492806,0.751610093554,0.0545454545455,0.818315994096,0.0299396833939,0.771475662965,0.065504358655,0.877640533417,0.0294716558504,0.751628621315,0.214017521902,0.928346517165,0.0255587649682,0.542261510703,0.855090479658,0.0293766644302,0.491715804789,0.186634844869,0.903344129239,0.0170213408648,0.749797023199,0.056302939711,0.925978817089,0.0157370930562,0.765767444023,0.0812157448929,0.879636258102,0.0159896488462,0.722385697312,0.0578265204387,0.928346517165,0.0145958641233,0.795488036049,0.0671595810228,0.948757217658
0.00291327120656,0.855473334285,0.0884120171674,0.85157235263,0.00441543374315,0.753234245256,0.0,0.641214177979,0.00499216083588,0.936944487409,0.0,0.79383704148,0.00540196122397,0.886929946315,0.000249128051819,0.749739559536,0.00496553587815,0.861581144406,0.000249066002491,0.753536844379,0.00466949190547,0.897523706486,0.00373599003736,0.783663113174,0.00295640434863,0.883250048549,0.00625782227785,0.835784501958,0.00577133402507,0.682414943469,0.762959279714,0.00865644657191,0.628756468181,0.0205250596659,0.833125219495,0.00231268218272,0.804801778107,0.0443447932237,0.830358205403,0.00223485345177,0.817461110163,0.0543099152965,0.810002902196,0.00269592916593,0.77847239235,0.0518444666002,0.835784501958,0.00290046017834,0.846036850442,0.0646950092421,0.898425050187
0.0,0.875661418969,0.0884120171674,0.85157235263,0.0,0.796660332665,0.0,0.623947335344,0.0,0.971701029747,0.0,0.79383704148,0.0,0.91737201535,0.000249128051819,0.749739559536,0.0,0.892430933507,0.000249066002491,0.732315778106,0.0,0.922139975182,0.00373599003736,0.760689980725,0.0,0.904794042926,0.00625782227785,0.835784501958,0.00320629668059,0.712657554162,0.762959279714,0.00552539142888,0.666509862267,0.0205250596659,0.810122136809,0.0,0.822574537126,0.0443447932237,0.830358205403,0.0,0.834700192401,0.0543099152965,0.810002902196,0.0,0.796597026547,0.0518444666002,0.835784501958,0.0,0.868009905337,0.0646950092421,0.873590099133
0.0202989219554,0.856105564358,0.151931330472,0.900166795492,0.0421305969659,0.608373896973,0.0869912210694,0.803544494721,0.0423409196821,0.824263546182,0.41885625966,0.860714888193,0.0462371257306,0.765147993725,0.117090184355,0.837850680801,0.0417472831237,0.768448021076,0.143212951432,0.796536952374,0.0442228351047,0.777058665409,0.109339975093,0.806852602179,0.0407429474295,0.77577347234,0.234042553191,0.904884417479,0.0408573805584,0.540529875255,0.831738026318,0.0423613342881,0.510187727685,0.224821002387,0.87973621571,0.0316374922596,0.748730785542,0.166915794718,0.901741441549,0.0278425492532,0.785527963105,0.127055306428,0.856225210409,0.0267733655099,0.752169254859,0.0847457627119,0.881652714845,0.0245135666686,0.83069758461,0.100431300062,0.923466959167
0.0112771788641,0.863686680324,0.0884120171674,0.85157235263,0.0270445316768,0.666980763724,0.0433625964352,0.71177413273,0.0292133856322,0.860074579183,0.375579598145,0.81593597121,0.0317708566901,0.802431707072,0.0692575984056,0.77147034634,0.0263909036487,0.805892536353,0.0485678704857,0.753536844379,0.0292072140754,0.819184804889,0.0615193026152,0.806852602179,0.0254989875069,0.817776611797,0.204005006258,0.858613009753,0.0234517700066,0.622220491452,0.785672426347,0.0250484411442,0.585278801869,0.186634844869,0.833125219495,0.013783585809,0.801129892204,0.056302939711,0.830358205403,0.0112673861527,0.824700345674,0.0732436472347,0.810002902196,0.01189927356,0.783813982354,0.0558325024925,0.835784501958,0.0124439097974,0.849095926821,0.0646950092421,0.898425050187
0.00855186063862,0.881319501795,0.0884120171674,0.85157235263,0.0228130743396,0.6999271156,0.0433625964352,0.71177413273,0.0253305938709,0.881656614297,0.363214837713,0.81593597121,0.0277422754384,0.825175644088,0.0652715495765,0.749739559536,0.022620774556,0.825887897209,0.0485678704857,0.753536844379,0.024995515494,0.842234295553,0.0585305105853,0.806852602179,0.0207872180763,0.849522362065,0.193992490613,0.835784501958,0.0185965207475,0.670605033945,0.762959279714,0.0196151395725,0.636868360884,0.171360381862,0.810122136809,0.0102683088913,0.819967290322,0.0543099152965,0.830358205403,0.00800822486883,0.841902372728,0.0732436472347,0.810002902196,0.00883149209529,0.80137574973,0.0538384845464,0.813147991706,0.0094498863875,0.868618795016,0.0646950092421,0.848982801796
0.00206748279175,0.912599837314,0.0884120171674,0.85157235263,0.0109465961549,0.774568550381,0.0412343708433,0.658622423328,0.0134973237414,0.935074044365,0.35085007728,0.79383704148,0.0155649730182,0.878577054233,0.0612855007474,0.728191537969,0.011310387278,0.872832183363,0.0465753424658,0.732315778106,0.012726654409,0.8969864301,0.0545454545455,0.783663113174,0.00849966250231,0.904794042926,0.183979974969,0.813147991706,0.00540490011872,0.769266715994,0.718154534638,0.0104982437149,0.702214770974,0.163723150358,0.787333671518,0.00231268218272,0.856778865667,0.0503238664674,0.783807370384,0.00130366451353,0.873293166637,0.0692575984056,0.787191641676,0.00130148304562,0.836207367878,0.0518444666002,0.813147991706,0.00215195432587,0.904941898577,0.0622304374615,0.848982801796
0.0537545525856,0.75875530457,0.210300429185,0.97469590334,0.0998991884388,0.378423614546,0.125299281724,0.899509803922,0.0931870022697,0.687005589179,0.443585780526,0.952709415006,0.102454145926,0.611361437641,0.142999501744,0.929215023303,0.103632572864,0.60613465775,0.19103362391,0.907484070701,0.0791982450633,0.702609177648,0.127272727273,0.901675779867,0.0671658112954,0.736826687154,0.264080100125,0.928346517165,0.0702637015433,0.45752560458,0.855090479658,0.066580966718,0.454588716647,0.243914081146,0.903344129239,0.0567069671203,0.71492769486,0.198804185351,0.901741441549,0.0540089584177,0.740190945364,0.150971599402,0.879636258102,0.0545693248414,0.701101590042,0.0927218344965,0.904884417479,0.0423841438964,0.812825849689,0.115218730746,0.948757217658
0.0655955903929,0.766528347522,0.519313304721,1.0,0.140465985954,0.256120988104,0.327480712956,0.97952802916,0.122770177593,0.624050414119,0.715610510046,1.0,0.137063321225,0.54275694332,0.449925261584,0.976185689482,0.141977544368,0.534626261364,0.713075965131,0.953310054358,0.110511308429,0.630025140197,0.497882938979,1.0,0.0910942089921,0.6854406444,0.609511889862,0.975885108671,0.110021780383,0.295753988343,0.950755625011,0.102496011006,0.305544311829,0.587589498807,0.975494595544,0.0925072873088,0.624714717485,0.936223218734,0.975088262129,0.09181522931,0.644192753657,0.481813652217,0.975486117829,0.0931490008367,0.606718984788,0.290129611167,0.975885108671,0.0699852972065,0.741104862322,0.339494762785,1.0
0.0138145441085,0.633643370682,0.00171673819742,0.85157235263,0.0303561069842,0.312028529037,0.0023942537909,0.747988939165,0.0293982804779,0.620000942794,0.0,0.79383704148,0.0324117673438,0.568398578265,0.0,0.749739559536,0.0295173521646,0.58061593472,0.0,0.732315778106,0.0328695606679,0.59258765489,0.000249066002491,0.692990047598,0.0290097176709,0.584836518948,0.0,0.835784501958,0.0288566701254,0.245653387333,0.740459235318,0.028639945573,0.211177236377,0.0,0.810122136809,0.0190565011856,0.568853135914,0.0,0.806973699869,0.0152714985871,0.596999608057,0.0,0.787191641676,0.0154318703981,0.550553262603,0.0,0.813147991706,0.0135666685761,0.627425341988,0.0,0.848982801796
