21.659,21.749
21.326,21.514
21.068,21.285
20.842,21.074
20.642,20.897
20.472,20.71
20.322,20.545
20.212,20.429
20.113,20.329
20.01,20.22
19.943,20.166
19.879,20.102
19.787,20.006
19.705,19.929
19.632,19.86
19.533,19.725
19.373,19.534
19.229,19.399
19.142,19.317
19.074,19.246
18.969,19.143
18.924,19.099
18.838,19.016
18.76,18.951
18.683,18.88
18.6,18.809
18.47,18.705
18.393,18.598
18.301,18.515
18.272,18.435
18.221,18.379
18.162,18.315
18.127,18.273
18.088,18.251
18.022,18.175
17.945,18.118
17.888,18.11
17.834,18
17.788,17.944
17.65,17.861
17.502,17.768
17.544,17.782
17.494,17.75
17.438,17.693
17.384,17.641
17.317,17.598
17.275,17.533
17.249,17.505
17.194,17.476
17.156,17.424
17.119,17.376
17.052,17.32
16.999,17.273
16.944,17.217
16.9,17.173
16.851,17.143
16.812,17.086
16.764,17.05
16.725,17.017
16.696,16.987
16.651,16.948
16.598,16.913
16.548,16.865
16.503,16.819
16.47,16.786
16.429,16.74
16.386,16.708
16.341,16.673
16.305,16.636
16.266,16.591
16.222,16.545
16.172,16.473
16.11,16.426
16.062,16.391
16.023,16.362
16.01,16.323
15.997,16.31
15.966,16.301
15.941,16.269
15.916,16.256
15.912,16.262
15.856,16.281
15.845,16.297
15.846,16.305
15.882,16.314
16.029,16.349
16.329,16.4
16.74,16.513
17.224,16.655
17.653,16.815
17.982,17.033
18.25,17.294
18.458,17.487
18.636,17.7
18.684,17.813
18.592,17.834
18.508,17.862
18.654,17.96
18.907,18.137
19.135,18.359
19.334,18.531
19.455,18.645
19.608,18.805
19.657,18.866
19.66,18.853
19.789,18.948
19.908,19.116
19.946,19.18
19.995,19.254
20.17,19.365
20.205,19.495
20.14,19.529
20.116,19.581
20.115,19.633
20.153,19.692
20.287,19.785
20.399,19.876
20.524,19.973
20.611,20.025
20.815,20.166
20.938,20.361
20.857,20.425
20.519,20.267
20.53,20.195
21.052,20.372
21.095,20.56
20.85,20.514
20.597,20.43
20.215,20.181
19.981,20.01
19.909,19.987
19.799,19.909
19.712,19.822
19.606,19.717
19.496,19.623
19.392,19.529
19.298,19.466
19.215,19.44
19.17,19.337
19.094,19.272
19.018,19.224
18.901,19.113
18.782,19.014
18.772,18.992
18.768,18.965
18.707,18.925
18.642,18.867
18.584,18.816
18.492,18.721
18.384,18.63
18.333,18.583
18.23,18.493
18.225,18.468
18.164,18.42
18.098,18.385
18.097,18.363
17.977,18.313
17.939,18.283
17.92,18.251
17.871,18.184
17.818,18.142
17.788,18.127
17.791,18.09
17.817,18.099
17.827,18.112
17.768,18.071
17.708,18.032
17.688,17.998
17.584,17.938
17.496,17.888
17.477,17.862
17.378,17.781
17.3,17.705
17.226,17.623
17.16,17.572
17.115,17.503
17.07,17.462
17.008,17.433
16.956,17.372
16.925,17.374
16.914,17.345
16.874,17.33
16.868,17.3
16.857,17.273
16.855,17.252
16.831,17.238
16.827,17.216
16.821,17.199
16.811,17.175
16.764,17.13
16.71,17.088
16.65,17.028
16.607,16.975
16.548,16.928
16.504,16.885
16.484,16.871
16.455,16.847
16.436,16.82
16.432,16.816
16.405,16.799
16.385,16.769
16.389,16.766
16.373,16.763
16.361,16.73
16.34,16.717
16.295,16.683
16.25,16.638
16.201,16.599
16.165,16.56
16.12,16.505
16.052,16.469
16,16.434
15.98,16.39
15.972,16.355
15.949,16.331
15.955,16.323
15.947,16.308
15.927,16.289
15.897,16.266
15.856,16.238
15.834,16.207
15.811,16.191
16.041,16.26
18.453,19.806
17.743,20.357
17.016,19.978
16.97,18.994
16.919,17.717
16.389,16.828
16.277,16.568
16.548,16.548
19.498,17.569
22.523,18.867
23.285,19.196
23.55,19.355
23.745,19.577
23.878,20.088
24.15,20.29
23.929,21.031
24.017,22.625
24.683,23.437
25.054,23.844
25.079,23.392
25.223,22.095
25.41,21.807
25.396,21.745
25.167,21.782
25.217,21.837
25.384,21.877
25.424,21.999
25.593,22.18
25.816,22.336
26.222,22.612
26.571,22.76
26.604,22.871
26.6,22.844
26.78,22.941
27.122,23.093
27.89,23.3
28.655,23.541
28.221,23.59
25.485,22.888
22.795,21.972
20.095,20.559
18.841,19.844
18.784,19.6
19.759,19.799
20.423,20.02
20.478,20.062
20.12,19.885
19.949,19.912
20.256,19.998
20.573,20.255
20.529,20.103
20.508,20.033
20.504,20.068
20.399,19.953
20.216,19.778
20.158,19.743
20.184,19.715
20.578,19.785
21.395,20.07
21.811,20.322
22.527,20.692
23.154,20.994
22.7,21.038
21.222,20.74
19.723,19.978
19.418,19.521
20.609,20.802
20.766,21.133
20.742,21.213
20.828,21.228
20.93,21.312
20.933,21.474
20.701,21.137
20.525,20.961
20.403,20.906
20.249,20.629
20.048,20.43
20.091,20.442
19.952,20.195
19.79,19.94
19.651,19.769
19.54,19.671
19.482,19.593
19.364,19.448
19.288,19.347
19.265,19.343
19.171,19.251
19.004,19.136
18.826,18.938
18.682,18.746
18.506,18.563
18.304,18.312
18.148,18.139
18.076,18.091
18.012,18.03
17.996,18.023
17.934,17.999
17.866,17.922
17.724,17.772
17.682,17.72
17.531,17.572
17.38,17.438
17.314,17.337
17.274,17.284
17.207,17.205
17.089,17.047
17.018,16.963
16.964,16.91
16.876,16.84
16.862,16.84
16.839,16.814
16.768,16.719
16.704,16.664
16.704,16.69
16.65,16.633
16.584,16.55
16.503,16.477
16.437,16.417
16.348,16.318
16.304,16.283
16.285,16.264
16.213,16.201
16.232,16.219
16.232,16.234
16.151,16.183
16.057,16.112
15.957,16.001
15.874,15.905
15.773,15.826
15.759,15.801
15.667,15.735
15.569,15.639
15.499,15.562
15.462,15.509
15.423,15.477
15.448,15.488
15.472,15.497
15.452,15.477
15.447,15.462
15.429,15.437
15.412,15.426
15.394,15.41
15.382,15.386
15.661,15.524
20.806,19.417
22.062,20.838
22.564,21.349
22.955,21.731
23.295,22.1
23.555,22.437
23.881,22.724
24.435,23.204
24.83,23.714
25.269,24.213
25.89,24.68
26.103,24.861
26.662,25.323
26.956,25.283
27.275,24.488
28.55,23.5
28.795,23.28
26.767,22.543
23.499,21.356
21.765,20.65
20.21,19.888
19.855,19.831
20.47,21.569
20.81,21.948
20.856,21.883
20.835,21.823
20.791,21.74
20.782,22.051
20.929,22.283
20.918,22.272
21.119,22.525
21.329,22.667
21.188,22.576
21.17,22.629
21.142,22.859
20.94,22.817
20.912,22.759
21.19,23.078
21.242,23.226
21.13,23.125
21.166,23.213
21.402,23.39
21.817,23.344
21.913,22.967
22.093,22.402
22.274,22.254
22.433,22.25
22.626,22.315
22.949,22.649
23.026,22.631
23.201,22.688
23.458,22.628
23.64,22.668
23.623,22.694
23.733,22.746
23.72,22.731
23.629,22.634
23.495,22.557
23.473,22.582
23.46,22.577
23.382,22.542
23.346,22.539
23.247,22.586
23.215,22.659
23.108,22.773
22.857,22.866
22.64,22.681
22.522,22.693
21.981,22.466
22.623,22.509
22.811,22.572
22.53,22.32
22.397,22.186
22.291,22.086
22.166,21.971
22.041,21.85
21.946,21.801
21.844,21.728
21.799,21.651
21.676,21.529
21.528,21.392
21.402,21.273
21.313,21.186
21.225,21.096
21.132,21.016
21.035,20.91
20.936,20.799
20.84,20.711
20.756,20.623
20.662,20.515
20.562,20.418
20.473,20.327
20.399,20.249
20.323,20.181
20.243,20.097
20.159,20.008
20.071,19.934
19.993,19.854
19.944,19.792
19.903,19.759
19.84,19.715
19.804,19.665
19.749,19.625
19.712,19.615
19.671,19.575
19.635,19.535
19.58,19.483
19.524,19.425
19.471,19.378
19.451,19.352
19.334,19.281
19.122,19.107
18.975,18.975
18.864,18.882
18.743,18.768
18.643,18.662
18.531,18.533
18.441,18.43
18.327,18.312
18.248,18.236
18.201,18.188
18.159,18.152
18.112,18.128
18.034,18.057
17.959,17.979
17.899,17.906
17.796,17.822
17.738,17.762
17.61,17.669
17.519,17.568
17.471,17.503
17.471,17.49
17.467,17.511
17.506,17.559
17.461,17.513
17.491,17.521
17.552,17.587
17.607,17.652
17.652,17.703
17.679,17.733
17.697,17.76
17.712,17.763
17.722,17.784
18.199,18.043
23.354,22.214
24.818,23.817
25.38,24.285
25.779,24.707
26.159,25.227
26.655,25.672
27.011,26.013
27.365,26.341
27.808,26.677
28.37,27.2
27.767,27.659
24.186,26.809
