0.35781,0.38366,0.31243,0.34942,0.30602
0.35258,0.37426,0.30538,0.34244,0.29409
0.34448,0.36481,0.29682,0.33015,0.28356
0.33207,0.35684,0.28595,0.31946,0.27459
0.32516,0.35065,0.27819,0.31344,0.26622
0.3189,0.33812,0.26983,0.30499,0.25843
0.31482,0.33283,0.26456,0.29686,0.25249
0.31184,0.33178,0.26111,0.29359,0.2472
0.30815,0.32766,0.25721,0.28696,0.24281
0.30451,0.32298,0.25609,0.28566,0.24262
0.30254,0.31659,0.25289,0.28272,0.23757
0.30116,0.31649,0.24969,0.28206,0.23543
0.29886,0.31441,0.24935,0.27948,0.23564
0.29544,0.31797,0.25028,0.28254,0.23627
0.29074,0.31094,0.24689,0.27281,0.23266
0.28791,0.30803,0.24409,0.26935,0.22488
0.28197,0.30264,0.23781,0.2646,0.22078
0.27975,0.30279,0.23579,0.26136,0.21868
0.27654,0.29652,0.23228,0.2589,0.21546
0.27146,0.29084,0.22741,0.25296,0.20892
0.26756,0.28775,0.22269,0.24811,0.202
0.26407,0.28183,0.21862,0.2444,0.19722
0.26051,0.27499,0.21314,0.24066,0.19287
0.25624,0.27136,0.20816,0.23734,0.18854
0.24942,0.26564,0.20126,0.22972,0.184
0.24385,0.25937,0.19519,0.22425,0.17756
0.23679,0.25379,0.18933,0.21648,0.17257
0.23111,0.24115,0.18524,0.20383,0.16785
0.22545,0.23146,0.18073,0.19531,0.16338
0.2204,0.22423,0.17585,0.18978,0.15907
0.21475,0.21741,0.171,0.18271,0.15523
0.21001,0.21118,0.16584,0.17775,0.15274
0.20483,0.20509,0.16154,0.17217,0.15067
0.19964,0.19982,0.15567,0.16729,0.14843
0.19341,0.19385,0.14999,0.1639,0.14468
0.18823,0.19047,0.14402,0.15711,0.14006
0.18177,0.1796,0.13829,0.15159,0.13761
0.17696,0.17534,0.13945,0.14942,0.13837
0.1741,0.17279,0.13607,0.14558,0.13616
0.17108,0.16868,0.13571,0.14283,0.13443
0.16622,0.16182,0.128,0.13823,0.12726
0.15336,0.14335,0.11017,0.12843,0.11656
0.13723,0.12868,0.09495,0.1193,0.10496
0.12759,0.11258,0.094667,0.11111,0.10202
0.12314,0.11221,0.092834,0.10547,0.098984
0.11629,0.106,0.089706,0.10097,0.095723
0.11122,0.10106,0.084359,0.095033,0.090372
0.10556,0.095566,0.080498,0.090811,0.087209
0.098038,0.089346,0.075011,0.086289,0.084647
0.090507,0.082687,0.07017,0.081863,0.079896
0.084791,0.077202,0.067892,0.077136,0.076404
0.075819,0.0678,0.061406,0.071878,0.072142
0.067945,0.065057,0.057072,0.067662,0.068116
0.060768,0.058887,0.052579,0.062536,0.06432
0.056312,0.056145,0.049517,0.057119,0.060161
0.05099,0.054578,0.04823,0.054581,0.057692
0.052286,0.058985,0.05102,0.052997,0.057243
0.054203,0.059377,0.050476,0.052825,0.056179
0.048926,0.053892,0.046205,0.048663,0.052284
0.040967,0.04782,0.042194,0.046084,0.05076
0.036886,0.04449,0.041091,0.042859,0.048195
0.037815,0.042296,0.037708,0.04041,0.043561
0.031631,0.038613,0.036203,0.036403,0.041938
0.028144,0.037438,0.033338,0.034829,0.039968
0.024516,0.033716,0.031222,0.031504,0.037359
0.018793,0.031659,0.030213,0.029184,0.036438
0.018685,0.03117,0.030317,0.026606,0.034847
0.016407,0.030925,0.027645,0.025237,0.032206
0.015057,0.02831,0.024759,0.023934,0.031086
0.0099335,0.022649,0.020561,0.019522,0.026699
0.0099335,0.020004,0.018906,0.017404,0.025672
0.0099335,0.01354,0.01312,0.012124,0.020124
0.0091407,0.0094268,0.01091,0.010353,0.017083
0.0034242,0.0060968,0.0062509,0.0058895,0.014843
0,0.0057051,0.006291,0.0028573,0.013209
0.0065432,0.0092701,0.010269,0.0035252,0.015243
0.009825,0.011134,0.013515,0.0037974,0.016897
0.0082044,0.0095492,0.012042,0.0052187,0.016218
0.0076191,0.007468,0.010071,0.0033356,0.015776
0.0096414,0.0086825,0.013444,0.0035252,0.017134
0.0099335,0.011712,0.015326,0.0041536,0.017644
0.012938,0.017042,0.022816,0.010899,0.021984
0.026833,0.026899,0.031556,0.018198,0.028133
0.036126,0.034052,0.038521,0.023786,0.034231
0.047941,0.044685,0.048751,0.030571,0.044424
0.085792,0.044685,0.075747,0.047584,0.072535
0.15275,0.10085,0.14043,0.072694,0.1418
0.22167,0.13283,0.2067,0.10745,0.19301
0.29553,0.19385,0.26199,0.15594,0.25183
0.35802,0.26055,0.31603,0.19384,0.3105
0.38283,0.28934,0.34713,0.23267,0.34279
0.3969,0.30932,0.3694,0.25286,0.3562
0.40987,0.32218,0.3866,0.26744,0.36972
0.41638,0.33341,0.39433,0.28324,0.37966
0.39588,0.33341,0.37511,0.28223,0.36302
0.36171,0.30932,0.33268,0.25979,0.32601
0.34442,0.28332,0.30854,0.24278,0.3031
0.36529,0.30124,0.33599,0.25347,0.32529
0.38444,0.31833,0.37009,0.27506,0.35595
0.41416,0.34117,0.38278,0.29488,0.37233
0.41803,0.35349,0.40087,0.31019,0.38862
0.43275,0.36162,0.41249,0.32131,0.39768
0.43365,0.36897,0.41249,0.32849,0.40468
0.42461,0.37866,0.41793,0.34232,0.40926
0.44006,0.39306,0.4207,0.35724,0.40888
0.44667,0.4044,0.42109,0.36726,0.41266
0.44055,0.40511,0.41143,0.36406,0.40599
0.43433,0.40393,0.40898,0.36318,0.39866
0.4367,0.40645,0.413,0.36787,0.39841
0.43029,0.4183,0.42473,0.38138,0.41286
0.43285,0.41386,0.40919,0.3743,0.39852
0.41708,0.3985,0.38768,0.35768,0.38104
0.39807,0.38748,0.37639,0.35417,0.36594
0.38972,0.38168,0.36408,0.35044,0.3564
0.40131,0.38262,0.37058,0.3503,0.35987
0.41393,0.39326,0.38722,0.36043,0.3763
0.41228,0.39784,0.39104,0.36494,0.38074
0.41998,0.4043,0.39926,0.37003,0.38946
0.42194,0.41142,0.40585,0.37497,0.39656
0.42769,0.41486,0.41058,0.38165,0.40179
0.43104,0.42223,0.41615,0.38937,0.40944
0.41572,0.40785,0.39042,0.37408,0.3847
0.38924,0.38172,0.35578,0.35377,0.34965
0.38944,0.38289,0.35865,0.35159,0.34755
0.40869,0.39952,0.39065,0.37148,0.37846
0.40417,0.40141,0.37861,0.3676,0.3718
0.38846,0.38865,0.35714,0.35514,0.34909
0.377,0.37587,0.34068,0.34487,0.33069
0.36317,0.36662,0.32083,0.33312,0.31625
0.35612,0.36025,0.31384,0.32832,0.30645
0.33988,0.3523,0.29769,0.31703,0.28583
0.325,0.33647,0.28184,0.30028,0.27175
0.316,0.32558,0.2725,0.28929,0.25987
0.30546,0.31882,0.26338,0.2813,0.2506
0.30154,0.31366,0.25979,0.27671,0.24617
0.29191,0.30531,0.25649,0.2778,0.24161
0.28553,0.30031,0.25148,0.28265,0.23474
0.28004,0.29463,0.24862,0.27186,0.23091
0.27608,0.29018,0.24401,0.26251,0.2244
0.27276,0.28369,0.23521,0.25637,0.22012
0.27074,0.28122,0.23076,0.25141,0.21501
0.26634,0.27746,0.22602,0.24924,0.21007
0.26074,0.26833,0.21533,0.24071,0.20274
0.25472,0.26113,0.21226,0.23586,0.19623
0.24599,0.25579,0.20434,0.22888,0.18848
0.24002,0.25069,0.19765,0.2175,0.17714
0.23402,0.24199,0.19007,0.21318,0.16798
0.22731,0.23818,0.18487,0.21041,0.16114
0.22222,0.23213,0.17708,0.20402,0.15562
0.22005,0.23061,0.17506,0.19938,0.15468
0.21745,0.22829,0.17322,0.19313,0.15095
0.21437,0.22454,0.17031,0.18861,0.14993
0.21247,0.22248,0.16792,0.18734,0.14608
0.21074,0.21961,0.1657,0.18355,0.14397
0.20941,0.21778,0.1634,0.185,0.14298
0.20831,0.21444,0.16256,0.18691,0.1433
0.20571,0.21096,0.15879,0.17709,0.13756
0.20448,0.20729,0.15742,0.17118,0.13355
0.20101,0.20278,0.15401,0.16681,0.12929
0.19661,0.19938,0.14855,0.16175,0.12448
0.1944,0.19693,0.14678,0.15981,0.12222
0.19289,0.19473,0.14471,0.15691,0.12103
0.19054,0.19112,0.14287,0.15351,0.11812
0.18994,0.19067,0.14386,0.15272,0.11841
0.18938,0.19026,0.14262,0.15148,0.11762
0.18941,0.19101,0.14227,0.15167,0.11683
0.18952,0.19116,0.14265,0.15134,0.1176
0.18875,0.19042,0.14238,0.15094,0.11729
0.18623,0.1886,0.13894,0.14792,0.1165
0.18263,0.18484,0.13518,0.14363,0.11062
0.18039,0.17901,0.13119,0.13786,0.10789
0.17724,0.17593,0.12886,0.13573,0.10512
0.17603,0.17457,0.12677,0.13382,0.10258
0.17305,0.17206,0.12414,0.13011,0.099327
0.17104,0.16938,0.12262,0.12797,0.0993
0.16937,0.16749,0.11839,0.12353,0.095997
