temp_x,hum_x,light_x,vol_x,temp_y,hum_y,light_y,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1,temp_x.2,hum_x.2,light_x.2,vol_x.2,temp_y.2,hum_y.2,light_y.2,vol_y.2,temp_x.3,hum_x.3,light_x.3,vol_x.3,temp_y.3,hum_y.3,light_y.3,vol_y.3,temp,hum,light,vol
0.0857740585774,0.834636971962,0.105369398466,0.163025442478,0.13125,0.712405801223,0.0150637311703,0.563661873027,0.0125682019211,0.817533436606,0.000249190132071,1.0,0.0880503144654,0.797084864765,0.000249128051819,0.42088530203,0.229122055675,0.60336288489,0.00523925951799,0.0,0.218592964824,0.579855353186,0.003861003861,0.493617021277,0.19520174482,0.610474346443,0.0687258687259,0.420788027593,0.224048442907,0.575150931339,0.085201793722,1.0,0.136363636364,0.708900029964,0.214285714286,0.272794747359
0.280334728033,0.654111920266,1.0,0.163025442478,0.595,0.318910848855,0.9258400927,0.85315094119,0.0547086436564,0.566729646474,,1.0,0.657681940701,0.266954042495,1.0,0.853264856933,0.747323340471,0.17678645916,0.60880195599,0.708061275741,0.719849246231,0.195781831357,0.851737451737,1.0,0.705561613959,0.176004382989,0.518146718147,0.707704898866,0.726643598616,0.19861419756,0.744892874938,0.233929098343,0.426274944568,0.437258369814,1.0,0.483928061661
0.470711297071,0.514860195995,0.896649172386,0.660674778761,0.7125,0.301777335419,1.0,1.0,0.0645968613443,0.561823602185,,1.0,0.661275831087,0.341054336336,1.0,1.0,0.78800856531,0.248891082245,0.631156129934,1.0,0.820351758794,0.215221359792,1.0,1.0,0.789531079607,0.215295633821,0.71583011583,0.85315094119,0.700692041522,0.299049108718,0.521674140508,0.206972136745,0.449002217295,0.475900928883,0.865546218487,0.55563802455
0.495815899582,0.48420221169,0.599515542996,0.660674778761,0.78875,0.223190672544,0.7775202781,1.0,0.0627485963559,0.578984122708,1.0,1.0,0.716981132075,0.290587391022,1.0,1.0,0.798715203426,0.224215826239,0.47467691233,0.853340030136,0.834170854271,0.195781831357,0.765250965251,1.0,0.824427480916,0.165065589182,0.592277992278,1.0,0.684256055363,0.314032561112,0.370204285002,0.206972136745,0.437915742794,0.483611169983,0.63025210084,0.483928061661
0.378661087866,0.623775029219,0.00322971336294,0.493362831858,0.595,0.409156832077,0.235225955968,0.85315094119,0.0493486751901,0.6496680267,0.0730127086967,0.937280329657,0.492362982929,0.4942928906,0.0323866467364,0.707874786011,0.553533190578,0.444589362615,0.062521830248,0.708061275741,0.619346733668,0.379460988559,0.289575289575,0.829787234043,0.551799345692,0.41865634008,0.227799227799,0.707704898866,0.431660899654,0.552432545852,0.0179372197309,0.127576613413,0.300997782705,0.623601376881,0.285714285714,0.342563516985
0.262552301255,0.71672510564,0.00282599919257,0.163025442478,0.44125,0.532660315655,0.235225955968,0.707704898866,0.0325294637957,0.753247950202,0.0730127086967,0.937280329657,0.356693620845,0.645237933609,0.0323866467364,0.563707507948,0.400428265525,0.581378406801,0.062521830248,0.421145153189,0.45351758794,0.506222042614,0.289575289575,0.660992907801,0.398037077426,0.54897553869,0.227799227799,0.420788027593,0.303633217993,0.665509446919,0.0179372197309,0.101610251655,0.226718403548,0.691414957137,0.285714285714,0.272794747359
0.173640167364,0.757581011829,0.000403714170367,0.163025442478,0.3,0.619216550547,0.0,0.563661873027,0.0214398738653,0.800922364685,0.0,0.813295358138,0.22102425876,0.713378977278,0.000249128051819,0.42088530203,0.269807280514,0.65516917238,0.0,0.279507785033,0.307788944724,0.584593302769,0.0,0.493617021277,0.260632497274,0.631611059575,0.0,0.279317198644,0.204152249135,0.723159019161,0.0,0.0758546558192,0.15022172949,0.751196731735,0.0,0.203711104767
0.163179916318,0.759725914795,0.000403714170367,0.163025442478,0.2625,0.655132944689,0.0,0.563661873027,0.0200536751241,0.806859954413,0.0,0.875045449036,0.209344115004,0.719842508995,0.000249128051819,0.42088530203,0.258029978587,0.661132359248,0.0,0.279507785033,0.287688442211,0.598800183944,0.0,0.327659574468,0.24427480916,0.644280635782,0.0,0.279317198644,0.192906574394,0.729539623649,0.0,0.0758546558192,0.143015521064,0.758636566275,0.0,0.203711104767
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.691431341656,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.215481171548,0.951469964937,0.844973758579,0.163025442478,0.44625,0.707642542301,0.8516801854,0.420788027593,0.0408466562435,0.77593131538,1.0,0.875045449036,0.496855345912,0.553633251549,1.0,0.42088530203,0.537473233405,0.537291949404,0.519385260217,0.56391260673,0.501256281407,0.620079151628,0.641698841699,0.327659574468,0.473282442748,0.608357562212,0.518146718147,0.420788027593,0.514705882353,0.510095470629,0.585450921774,0.101610251655,0.292682926829,0.691414957137,0.731092436975,0.272794747359
