temp_x,hum_x,light_x,vol_x,temp_y,hum_y,light_y,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1,temp,hum,light,vol
0.166007905138,0.549732192973,0.0615193026152,0.763651836793,0.155373831776,0.543497227928,0.0657268813771,0.695072463768,0.154645124062,0.624741492762,0.042818265462,0.648731158176,0.167202572347,0.584060291219,0.132703553756,0.733027207965,0.204404679972,0.648567820828,0.123232323232,0.720415704388
0.16534914361,0.55296046477,0.0615193026152,0.763651836793,0.154789719626,0.544433216266,0.0657268813771,0.744761904762,0.155799192152,0.623775434943,0.042818265462,0.648731158176,0.169131832797,0.584060291219,0.139901034638,0.733027207965,0.205092911218,0.649687645378,0.123232323232,0.720415704388
0.160737812912,0.55511053184,0.0615193026152,0.763651836793,0.152453271028,0.547235659223,0.0657268813771,0.645838509317,0.153491055972,0.626673608399,0.042818265462,0.648731158176,0.167845659164,0.584060291219,0.139901034638,0.681100334735,0.204404679972,0.649687645378,0.123232323232,0.720415704388
0.126482213439,0.578720044143,0.0585305105853,0.705876790695,0.123247663551,0.565883639255,0.0617427742614,0.645838509317,0.123485285632,0.647880602195,0.0408262119042,0.592014882656,0.124115755627,0.613506169613,0.132703553756,0.681100334735,0.157604955265,0.686585365854,0.115151515152,0.665958429561
0.104084321476,0.59370074745,0.0585305105853,0.705876790695,0.102219626168,0.580754533607,0.0617427742614,0.645838509317,0.102135025967,0.666131574761,0.0408262119042,0.592014882656,0.104180064309,0.625423378094,0.132703553756,0.629602609218,0.139710942877,0.698840300392,0.115151515152,0.665958429561
0.0955204216074,0.596903649723,0.0585305105853,0.705876790695,0.0940420560748,0.582612705144,0.0617427742614,0.645838509317,0.0946335833814,0.669006609108,0.0408262119042,0.592014882656,0.0906752411576,0.632744688034,0.132703553756,0.629602609218,0.124569855471,0.708848939988,0.115151515152,0.665958429561
0.0915678524374,0.597972340878,0.0585305105853,0.705876790695,0.089953271028,0.585395820909,0.0617427742614,0.645838509317,0.0900173110214,0.670924262802,0.0408262119042,0.592014882656,0.0868167202572,0.634574334847,0.132703553756,0.629602609218,0.120440467997,0.708848939988,0.115151515152,0.612009237875
0.0889328063241,0.600109723187,0.0585305105853,0.705876790695,0.0882009345794,0.586323526163,0.0617427742614,0.645838509317,0.0888632429313,0.670924262802,0.0408262119042,0.592014882656,0.0836012861736,0.635486435565,0.132703553756,0.629602609218,0.116999311769,0.71107197448,0.115151515152,0.665958429561
0.0849802371542,0.600109723187,0.0585305105853,0.64866909366,0.0841121495327,0.588178936673,0.0617427742614,0.59701863354,0.0830929024812,0.674756677802,0.0408262119042,0.592014882656,0.0816720257235,0.634574334847,0.132703553756,0.578576946185,0.111493461803,0.716624576328,0.115151515152,0.665958429561
0.0843214756258,0.602243934306,0.0585305105853,0.705876790695,0.0835280373832,0.587251231418,0.0617427742614,0.645838509317,0.0819388343912,0.675714058455,0.0408262119042,0.535775615341,0.08038585209,0.635486435565,0.132703553756,0.629602609218,0.112869924295,0.713295008972,0.115151515152,0.665958429561
0.0520421607378,0.624619853554,0.0615193026152,0.64866909366,0.0531542056075,0.610383120182,0.0657268813771,0.59701863354,0.0611656087709,0.696738831764,0.0448103190198,0.592014882656,0.0559485530547,0.650093660492,0.139901034638,0.578576946185,0.0949759119064,0.724390243902,0.123232323232,0.612009237875
0.0553359683794,0.621426464852,0.0615193026152,0.64866909366,0.0543224299065,0.610383120182,0.0657268813771,0.645838509317,0.0600115406809,0.696738831764,0.0487944261355,0.535775615341,0.0578778135048,0.649181559774,0.139901034638,0.629602609218,0.0984170681349,0.722170532332,0.123232323232,0.612009237875
0.0559947299078,0.621426464852,0.0734744707347,0.64866909366,0.053738317757,0.610383120182,0.0736950956084,0.59701863354,0.065781881131,0.693875366972,0.0736950956084,0.535775615341,0.059807073955,0.647357358339,0.154295996401,0.578576946185,0.102546455609,0.717734432113,0.147474747475,0.612009237875
