0.014097,0.020127,0.016929,0.011152,0.016669,0.010986,0.01646,0.0083198,0.016441,0.011073
0.014022,0.018806,0.016302,0.010957,0.016435,0.010964,0.016246,0.0082284,0.01634,0.011068
0.013569,0.018697,0.016173,0.010744,0.016267,0.010797,0.016108,0.0080922,0.01606,0.010783
0.013346,0.018332,0.016356,0.010679,0.015991,0.010763,0.016068,0.0080382,0.01601,0.011075
0.013125,0.018628,0.015825,0.010547,0.015701,0.010545,0.015987,0.0079096,0.015757,0.010711
0.012951,0.018323,0.015771,0.010397,0.015716,0.010566,0.015621,0.0077768,0.015599,0.010427
0.012931,0.018076,0.015387,0.010259,0.0155,0.010363,0.015436,0.007711,0.015678,0.01026
0.012794,0.017605,0.015361,0.010407,0.015371,0.010162,0.015363,0.0076787,0.015252,0.010273
0.013355,0.018029,0.015159,0.010176,0.015235,0.010268,0.01533,0.0075957,0.015088,0.0099982
0.012459,0.017613,0.015052,0.010241,0.015064,0.010142,0.014997,0.0074771,0.014855,0.011408
0.013105,0.018441,0.015009,0.0099294,0.014824,0.0098952,0.014701,0.0074137,0.014876,0.0099369
0.01219,0.017201,0.014684,0.0097072,0.014594,0.0098497,0.014689,0.0072265,0.014711,0.0096806
0.012034,0.016867,0.014588,0.0096761,0.014518,0.0095409,0.014573,0.0071885,0.014798,0.0095342
0.011909,0.017067,0.014392,0.0094361,0.014258,0.0094044,0.014512,0.0072316,0.014425,0.0095055
0.011724,0.016396,0.01411,0.0094563,0.014129,0.0094748,0.014361,0.007244,0.014256,0.0095825
0.011676,0.016272,0.014097,0.0092915,0.014099,0.0093733,0.01434,0.0069699,0.014084,0.0097685
0.011704,0.016165,0.013769,0.0092825,0.014156,0.0092589,0.014062,0.0068151,0.014402,0.0096704
0.011828,0.015826,0.013809,0.0091104,0.013796,0.0089589,0.013777,0.0068317,0.013908,0.009153
0.01119,0.015906,0.013591,0.0091122,0.013802,0.0089272,0.013599,0.0067158,0.013441,0.0089794
0.011252,0.015727,0.01347,0.0088034,0.013529,0.0091974,0.01345,0.0067568,0.013549,0.0089562
0.011132,0.01552,0.013425,0.0086905,0.013239,0.0086905,0.013192,0.0064888,0.013077,0.0086561
0.010743,0.015312,0.013071,0.0085834,0.013113,0.0084976,0.013296,0.0066415,0.013138,0.0086474
0.010656,0.015097,0.012789,0.0085055,0.012817,0.0084125,0.012923,0.0063834,0.012911,0.0085939
0.010662,0.01483,0.012546,0.0085514,0.013518,0.008299,0.012665,0.0063741,0.012645,0.0083461
0.010182,0.014682,0.012495,0.0092088,0.01279,0.0083144,0.012571,0.0063596,0.012662,0.0083971
