0.028459,0.028741,0.028217,0.028476,0.029023,0.029741
0.028349,0.028646,0.027961,0.028293,0.028872,0.029518
0.028214,0.028521,0.027813,0.028151,0.028727,0.029341
0.028091,0.028398,0.027682,0.028029,0.028663,0.029146
0.027988,0.028283,0.027547,0.027959,0.028561,0.029003
0.027862,0.028176,0.027413,0.027873,0.028478,0.029025
0.027804,0.028119,0.02732,0.027737,0.028358,0.029218
0.027717,0.028043,0.027243,0.027669,0.028269,0.028791
0.027672,0.027958,0.02716,0.02756,0.028176,0.028587
0.027589,0.027877,0.027055,0.027444,0.028065,0.028505
0.027526,0.027823,0.027251,0.027296,0.027942,0.028323
0.027481,0.027805,0.027801,0.027262,0.027881,0.028188
0.027486,0.027803,0.028055,0.027304,0.027838,0.028013
0.027453,0.027776,0.028168,0.027298,0.027901,0.028242
0.027378,0.027699,0.028193,0.027288,0.027861,0.027968
0.027313,0.027667,0.028208,0.027227,0.02782,0.027676
0.027214,0.027566,0.028171,0.027147,0.02774,0.027574
0.027186,0.027591,0.027972,0.02703,0.027588,0.027396
0.027122,0.027393,0.027799,0.026951,0.027349,0.027323
0.027107,0.027431,0.027874,0.026949,0.027418,0.027311
0.027025,0.027358,0.028012,0.02699,0.027444,0.027345
0.026986,0.027323,0.027743,0.026882,0.027416,0.027302
0.026905,0.027246,0.027049,0.026691,0.02731,0.027254
0.026821,0.027166,0.026608,0.026552,0.027168,0.027196
0.026725,0.02712,0.026387,0.026419,0.027103,0.027121
0.026648,0.026977,0.026242,0.026346,0.027031,0.027058
0.026564,0.02689,0.026268,0.0263,0.026898,0.02691
0.026488,0.026761,0.02674,0.026368,0.026864,0.02681
0.026433,0.026757,0.02718,0.026323,0.026837,0.026665
0.026336,0.026627,0.026879,0.026079,0.026638,0.026527
0.026285,0.026568,0.02614,0.025803,0.026471,0.02624
0.02626,0.026542,0.025828,0.025677,0.026465,0.025966
0.026228,0.026533,0.025642,0.025527,0.026264,0.025611
0.026131,0.026433,0.025503,0.025357,0.026181,0.025354
0.026063,0.026328,0.0254,0.02523,0.026094,0.025203
0.025955,0.026251,0.025254,0.025166,0.025978,0.025122
0.025916,0.026219,0.025187,0.02509,0.025974,0.025046
0.025866,0.02616,0.025099,0.025002,0.025862,0.02495
0.025806,0.026048,0.024991,0.024795,0.025707,0.024701
0.025709,0.025967,0.024893,0.024728,0.0257,0.024737
0.025609,0.025895,0.024803,0.024723,0.025677,0.02464
0.025538,0.025833,0.024742,0.024669,0.025625,0.024484
0.025411,0.025785,0.024716,0.024706,0.025343,0.024323
0.025317,0.025718,0.024666,0.024672,0.025265,0.02411
0.025232,0.025585,0.024574,0.024548,0.025227,0.02399
0.025176,0.025502,0.024485,0.024461,0.025156,0.023878
