0.028818,0.028548,0.028605,0.02781,0.028746,0.028208,0.02795
0.028671,0.028469,0.028451,0.027612,0.028627,0.028022,0.027593
0.028473,0.028222,0.028339,0.027363,0.028405,0.027765,0.027243
0.028374,0.028076,0.028201,0.027188,0.02829,0.027575,0.026966
0.028282,0.027915,0.028081,0.027023,0.028102,0.027358,0.026753
0.028141,0.027798,0.027995,0.026838,0.027948,0.027173,0.026546
0.028036,0.027748,0.02787,0.026839,0.027802,0.027,0.026354
0.027953,0.027595,0.027817,0.026824,0.027663,0.026854,0.026229
0.027893,0.027567,0.02768,0.026801,0.027507,0.026792,0.026179
0.027764,0.02739,0.027543,0.026687,0.027416,0.02666,0.026041
0.027689,0.027264,0.027465,0.026637,0.027324,0.02662,0.026072
0.027593,0.027181,0.027357,0.02654,0.027268,0.02654,0.026034
0.027554,0.027112,0.027345,0.026463,0.027216,0.026477,0.025976
0.027525,0.027076,0.027335,0.026453,0.027131,0.026426,0.02597
0.027415,0.026903,0.027188,0.026291,0.027023,0.026321,0.025862
0.02741,0.026969,0.027196,0.026293,0.026994,0.026294,0.025773
0.027277,0.026765,0.027075,0.026149,0.026845,0.026127,0.025633
0.027219,0.026676,0.027032,0.026186,0.026763,0.026098,0.02558
0.027093,0.026534,0.026962,0.026084,0.026677,0.025992,0.025507
0.027056,0.026492,0.026946,0.026117,0.026634,0.025958,0.02545
0.026954,0.026346,0.026853,0.026012,0.026534,0.025841,0.025297
0.026862,0.026257,0.026785,0.025886,0.026452,0.025742,0.025234
0.026779,0.026179,0.026668,0.025789,0.026358,0.025639,0.025082
0.026666,0.026068,0.026564,0.025664,0.026273,0.025529,0.025003
0.02657,0.026006,0.026459,0.025612,0.02617,0.025475,0.024939
0.026469,0.025886,0.026354,0.025443,0.026093,0.025326,0.024808
0.02641,0.02577,0.026295,0.025447,0.026042,0.025259,0.024659
0.026289,0.025629,0.026183,0.025275,0.025917,0.025127,0.024544
0.026251,0.02561,0.026107,0.025271,0.025877,0.025128,0.024544
0.02613,0.02551,0.026029,0.025117,0.025783,0.024986,0.024467
0.026075,0.025505,0.025986,0.025165,0.02574,0.024971,0.024426
0.026032,0.025402,0.025954,0.025098,0.025663,0.024892,0.02434
0.025993,0.025385,0.025936,0.025069,0.025634,0.024891,0.024356
0.02592,0.025296,0.025844,0.024896,0.025546,0.024756,0.024267
0.025859,0.025203,0.025744,0.024839,0.025479,0.024688,0.02416
0.025756,0.025133,0.02564,0.024669,0.025382,0.024573,0.024069
0.025689,0.025069,0.025544,0.024627,0.025323,0.024545,0.024003
0.025639,0.024998,0.02552,0.024752,0.025326,0.024571,0.02396
0.025568,0.02494,0.025451,0.024716,0.025265,0.024535,0.02396
0.025514,0.024858,0.025392,0.024668,0.025222,0.024465,0.023838
0.025412,0.024777,0.025301,0.024566,0.025128,0.024362,0.023755
0.025317,0.024711,0.025192,0.024411,0.025004,0.024239,0.02375
0.025228,0.024596,0.025127,0.024282,0.024877,0.024096,0.023637
0.025149,0.024459,0.02506,0.024076,0.024699,0.023872,0.023401
0.025048,0.024373,0.024957,0.023986,0.024601,0.023787,0.023304
0.02497,0.024293,0.024881,0.023939,0.024563,0.023743,0.023262
0.024905,0.024222,0.024768,0.023795,0.024466,0.023626,0.023155
0.02483,0.024139,0.024704,0.023715,0.024377,0.023546,0.023076
0.02477,0.024088,0.024632,0.023664,0.024318,0.023501,0.023012
0.024687,0.024003,0.024571,0.023516,0.024218,0.023377,0.022927
0.02462,0.023947,0.024487,0.023496,0.024176,0.023348,0.022879
0.024538,0.023827,0.024421,0.023325,0.024061,0.023194,0.022769
0.024456,0.023755,0.024295,0.023296,0.023985,0.023144,0.022713
0.02436,0.023676,0.02427,0.023106,0.023863,0.023024,0.022585
0.024278,0.023606,0.024145,0.023149,0.023833,0.022964,0.02253
0.024225,0.023532,0.024149,0.023055,0.023733,0.022895,0.022437
0.024169,0.0235,0.024106,0.023142,0.023719,0.022917,0.022391
0.024154,0.023474,0.024066,0.023074,0.023678,0.022861,0.022331
0.024092,0.023424,0.02398,0.022998,0.023629,0.022806,0.02231
0.024042,0.02336,0.023915,0.022872,0.023573,0.022742,0.022244
