temp_x,hum_x,vol_x,temp_y,hum_y,light_y,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1,temp,hum,light,vol
0.0262773368014,0.703344002264,0.833965571962,0.0302724729123,0.701384160843,0.175888439046,0.873913555133,0.0217332062869,0.741642082618,0.0582959641256,0.83943370715,0.0201112901639,0.759485044049,0.0772296960638,0.857200870667,0.032989248515,0.700925621432,0.0608175473579,0.0335505004993
0.0260026608069,0.707365175525,0.79439902066,0.0295363641485,0.70245450256,0.175888439046,0.873913555133,0.0215490265726,0.740057103538,0.0582959641256,0.83943370715,0.0199259326509,0.765080507691,0.0692575984056,0.857200870667,0.0327150996354,0.698823140692,0.0578265204387,0.0342945517426
0.0259111021421,0.707365175525,0.833965571962,0.0301804593168,0.701384160843,0.175888439046,0.873913555133,0.0214569367155,0.743225479883,0.056302939711,0.858872186431,0.0203893264335,0.758925164423,0.0812157448929,0.857200870667,0.0327150996354,0.69934837124,0.0578265204387,0.0342945517426
0.0253617501532,0.705858176486,0.814091616667,0.0298124049349,0.696559706384,0.175888439046,0.853571608695,0.0207202178583,0.741642082618,0.0582959641256,0.83943370715,0.0195552176249,0.758363618489,0.0772296960638,0.857200870667,0.0323495677959,0.698823140692,0.0608175473579,0.0342945517426
0.0253617501532,0.702839661926,0.833965571962,0.029628377744,0.697096460589,0.175888439046,0.853571608695,0.020536038144,0.740057103538,0.0582959641256,0.83943370715,0.0193698601118,0.758363618489,0.0772296960638,0.857200870667,0.032258184836,0.697771121048,0.0608175473579,0.0335505004993
0.0234390181921,0.705355341642,0.814091616667,0.0282481738118,0.695487781321,0.175888439046,0.873913555133,0.0197072294297,0.734237604499,0.0582959641256,0.83943370715,0.0177016424945,0.756122433677,0.0772296960638,0.857200870667,0.0314357381971,0.695665523212,0.0608175473579,0.0328137558148
0.023530576857,0.70636101133,0.814091616667,0.0282481738118,0.694951027116,0.175888439046,0.853571608695,0.0195230497154,0.734237604499,0.0582959641256,0.83943370715,0.017794321251,0.756122433677,0.0772296960638,0.877050778077,0.0313443552373,0.695665523212,0.0608175473579,0.0342945517426
0.0233474595273,0.705858176486,0.814091616667,0.0280641466208,0.696024535526,0.175888439046,0.853571608695,0.0197072294297,0.734767512674,0.0582959641256,0.83943370715,0.017608963738,0.757243859237,0.0772296960638,0.857200870667,0.0314357381971,0.695665523212,0.0608175473579,0.0342945517426
0.0226149902088,0.70786801037,0.814091616667,0.0278801194299,0.694951027116,0.175888439046,0.853571608695,0.0193388700011,0.736883981746,0.0582959641256,0.83943370715,0.0178870000076,0.757243859237,0.0772296960638,0.837545888698,0.0312529722774,0.698823140692,0.0608175473579,0.0335505004993
0.0226149902088,0.70786801037,0.833965571962,0.027328037857,0.695487781321,0.175888439046,0.853571608695,0.0187863308582,0.736883981746,0.0582959641256,0.83943370715,0.0173309274685,0.756122433677,0.0772296960638,0.857200870667,0.0307046745181,0.697771121048,0.0608175473579,0.0335505004993
0.0226149902088,0.70636101133,0.814091616667,0.0270519970706,0.695487781321,0.175888439046,0.853571608695,0.0186021511439,0.736355655386,0.0582959641256,0.83943370715,0.0170528911989,0.755001008117,0.0772296960638,0.857200870667,0.0303391426786,0.697771121048,0.0608175473579,0.0335505004993
0.0224318728792,0.70636101133,0.814091616667,0.0270519970706,0.695487781321,0.175888439046,0.853571608695,0.018694241001,0.73582574721,0.0582959641256,0.83943370715,0.0170528911989,0.756122433677,0.0812157448929,0.857200870667,0.0303391426786,0.697771121048,0.0608175473579,0.0335505004993
0.0221571968848,0.70636101133,0.814091616667,0.0262238747113,0.696024535526,0.175888439046,0.873913555133,0.0178654322867,0.736883981746,0.0582959641256,0.83943370715,0.0167748549294,0.757243859237,0.0812157448929,0.837545888698,0.0298822278793,0.697771121048,0.0608175473579,0.0328137558148
0.0213331689014,0.705858176486,0.814091616667,0.025395752352,0.696024535526,0.175888439046,0.853571608695,0.0173128931438,0.737413889921,0.0582959641256,0.820186113099,0.0159407461207,0.758363618489,0.0772296960638,0.857200870667,0.02933393012,0.697771121048,0.0608175473579,0.0335505004993
0.0207838169126,0.70636101133,0.79439902066,0.0249356843746,0.696024535526,0.175888439046,0.853571608695,0.0165761742866,0.736883981746,0.0582959641256,0.820186113099,0.0151993160686,0.755562554051,0.0772296960638,0.857200870667,0.0287856323608,0.697244331952,0.0608175473579,0.0335505004993
0.0202344649237,0.705858176486,0.833965571962,0.0244756163972,0.696024535526,0.175888439046,0.853571608695,0.016207814858,0.736883981746,0.0582959641256,0.820186113099,0.0146432435295,0.757243859237,0.0772296960638,0.837545888698,0.0281459516416,0.697771121048,0.0608175473579,0.0335505004993
