temp_x,hum_x,light_x,vol_x,vol_y,temp,hum,light,vol
0.123393316195,0.582133029062,0.236533957845,0.434563288183,0.976723159494,0.150664697194,0.56465237167,0.0849194729136,0.42088530203
0.784061696658,0.184146587019,1.0,1.0,1.0,0.809453471196,0.26935022742,1.0,1.0
0.70822622108,0.242687428686,0.700234192037,0.88491359178,0.976723159494,0.794682422452,0.264827810266,0.613469985359,1.0
0.571979434447,0.331210148332,0.466042154567,0.770761326483,0.953638689572,0.676514032496,0.325763482781,0.361639824305,0.707874786011
0.348329048843,0.541002751863,0.236533957845,0.434563288183,0.885616451532,0.41211225997,0.538070175439,0.095168374817,0.707874786011
0.161953727506,0.79718773072,0.236533957845,0.10723960766,0.733739876498,0.175775480059,0.808070175439,0.0893118594436,0.279408168256
0.106683804627,0.888945566817,0.236533957845,0.0,0.692014697113,0.115214180207,0.892527615335,0.0893118594436,0.139031548056
0.0,1.0,0.245901639344,0.0,0.650982051825,0.0,1.0,0.106881405564,0.0
1.0,0.245023155917,0.372365339578,1.0,0.754881403536,1.0,0.381955815465,0.279648609078,0.707874786011
0.632390745501,0.226317202497,0.297423887588,0.545632881831,0.493565204009,0.644017725258,0.319005847953,0.472913616398,0.42088530203
0.332904884319,0.0427008524062,0.142857142857,0.215319943951,0.207702518131,0.395864106352,0.0414165042235,0.00878477306003,0.139031548056
0.231362467866,0.0,0.0,0.215319943951,0.157955485447,0.283604135894,0.0,0.0,0.0
0.622107969152,0.280025505067,0.316159250585,0.434563288183,0.0,0.862629246677,0.183164392463,0.221083455344,0.42088530203
