temp,hum,vol
0.03671502459,0.370872373711,0.849060233018
0.0355247619475,0.374286339092,0.849060233018
0.0340598233105,0.377126684273,0.849060233018
0.0317708566901,0.381660134237,0.813090789184
0.0302143593883,0.385053072485,0.849060233018
0.0295734487346,0.385334836072,0.849060233018
0.0286578620865,0.386746177267,0.849060233018
0.0282916274272,0.388156677376,0.830993075401
0.027925392768,0.38900196814,0.830993075401
0.0278338341032,0.394347065453,0.830993075401
0.0273760407791,0.393504297946,0.849060233018
0.0268266887902,0.391817080761,0.849060233018
0.0265520127958,0.392379766851,0.830993075401
0.0262773368014,0.392942452941,0.849060233018
0.0262773368014,0.394066142951,0.849060233018
0.0260942194717,0.394066142951,0.849060233018
0.0260026608069,0.39575083688,0.830993075401
0.0260026608069,0.395188991875,0.813090789184
0.0260026608069,0.396872844719,0.849060233018
0.0260942194717,0.396872844719,0.849060233018
0.0261857781365,0.396592763302,0.849060233018
0.0259111021421,0.395188991875,0.830993075401
0.0259111021421,0.395188991875,0.849060233018
0.0260026608069,0.394627987956,0.830993075401
0.0259111021421,0.394627987956,0.849060233018
0.0255448674828,0.394627987956,0.849060233018
0.025453308818,0.394347065453,0.830993075401
0.0253617501532,0.394347065453,0.830993075401
0.0253617501532,0.392660689354,0.849060233018
0.0253617501532,0.393223375444,0.830993075401
0.025453308818,0.393504297946,0.849060233018
0.0251786328236,0.394066142951,0.830993075401
0.0252701914884,0.394908910458,0.849060233018
0.0250870741588,0.394627987956,0.849060233018
0.024995515494,0.394347065453,0.813090789184
0.0249039568292,0.394627987956,0.830993075401
0.0249039568292,0.395188991875,0.830993075401
0.0247208394995,0.394627987956,0.813090789184
0.0246292808347,0.395188991875,0.830993075401
0.0245377221699,0.395188991875,0.830993075401
0.0244461635051,0.394908910458,0.830993075401
0.0244461635051,0.395188991875,0.830993075401
0.0244461635051,0.394908910458,0.830993075401
0.0246292808347,0.394627987956,0.830993075401
0.0245377221699,0.394627987956,0.830993075401
0.0245377221699,0.394627987956,0.830993075401
0.0243546048403,0.394347065453,0.830993075401
0.0244461635051,0.394627987956,0.813090789184
0.0242630461755,0.394347065453,0.849060233018
0.0241714875107,0.394908910458,0.830993075401
0.0240799288458,0.394627987956,0.849060233018
0.0240799288458,0.394908910458,0.830993075401
0.023988370181,0.394627987956,0.830993075401
0.0238968115162,0.394347065453,0.849060233018
0.0238968115162,0.394627987956,0.830993075401
0.0238052528514,0.394627987956,0.849060233018
0.0238052528514,0.394627987956,0.830993075401
0.0238968115162,0.394627987956,0.830993075401
0.0236221355218,0.394347065453,0.830993075401
0.0237136941866,0.394347065453,0.830993075401
